Date,Day,Gender,City,Food_ordered,Restaurant,order_value,Rating,Payment_option,order_status,veg_non_veg,,,,
27-08-2023,Tuesday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,750,2,UPI,Delivered,Veg,,,,
13-09-2023,Monday,Male,Coimbatore,Paneer tikka,Hotel Junior Kuppanna,2743,2,COD,Delivered,Veg,,,,
07-08-2023,Saturday,Female,Pollachi,Grilled Chicken,Mad Grill,2617,0,COD,Cancelled,Non-Veg,,,,
24-09-2023,Monday,Female,Avinashi,Chicken biryani,Haribhavanam,450,4,UPI,Delivered,Non-Veg,,,,
11-11-2023,Wednesday,Male,Avinashi,Chilli chicken,Haribhavanam,2885,4,COD,Delivered,Non-Veg,,,,
23-02-2023,Saturday,Male,Karur,Chilli chicken,Hotel Anjappar,1853,2,COD,Delivered,Non-Veg,,,,
26-01-2023,Thursday,Male,Dindigul,Chilli chicken,Hotel A2B,431,3,COD,Delivered,Non-Veg,,,,
28-11-2023,Friday,Female,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,210,0,COD,Cancelled,Non-Veg,,,,
24-05-2023,Wednesday,Female,Trichy,Schezwan fried rice,Hotel A2B,180,4,COD,Delivered,Veg,,,,
15-09-2023,Thursday,Female,Vellore,Gobi manchurian,Zara's Home Food,2242,0,COD,Cancelled,Veg,,,,
16-09-2023,Friday,Male,Tiruppur,Mushroom Masala,Hotel Junior Kuppanna,3172,0,COD,Cancelled,Veg,,,,
27-05-2023,Tuesday,Male,Tiruppur,Gobi manchurian,Hotel Saravana Bhavan,2943,2,COD,Delivered,Veg,,,,
13-09-2023,Wednesday,Male,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,750,0,COD,Cancelled,Non-Veg,,,,
14-04-2023,Monday,Male,Avinashi,Paneer tikka,Haribhavanam,350,4,COD,Delivered,Veg,,,,
14-01-2023,Monday,Female,Chennai,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,495,3,COD,Delivered,Non-Veg,,,,
04-09-2023,Friday,Female,Karur,Mutton Briyani,Star Briyani,580,0,COD,Cancelled,Non-Veg,,,,
25-09-2023,Monday,Female,Tiruppur,idli,Hotel Junior Kuppanna,100,2,COD,Delivered,Veg,,,,
11-05-2023,Thursday,Female,Salem,Chilli chicken,Hotel Anjappar,588,0,COD,Cancelled,Non-Veg,,,,
24-11-2023,Friday,Female,Chennai,Mutton Briyani,Star Briyani,965,3,COD,Delivered,Non-Veg,,,,
23-08-2023,Wednesday,Male,Avinashi,Fish fry,Haribhavanam,2778,4,COD,Delivered,Non-Veg,,,,
11-12-2023,Wednesday,Male,Erode,appam,Hotel Anjappar,2782,2,UPI,Delivered,Veg,,,,
10-02-2023,Thursday,Female,Dindigul,idli,Hotel Saravana Bhavan,848,0,COD,Cancelled,Veg,,,,
29-03-2023,Tuesday,Female,Erode,Tandoori roti,Hotel Junior Kuppanna,996,2,UPI,Delivered,Veg,,,,
13-10-2023,Wednesday,Male,Coimbatore,Tandoori roti,Hotel Anjappar,470,0,COD,Cancelled,Veg,,,,
04-09-2023,Thursday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,1059,0,COD,Cancelled,Veg,,,,
17-08-2023,Tuesday,Female,Dindigul,Paneer tikka,Hotel A2B,208,0,COD,Cancelled,Veg,,,,
04-01-2023,Thursday,Female,Vellore,Naan,Hotel A2B,1366,3,COD,Delivered,Veg,,,,
05-02-2023,Friday,Female,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,2015,0,COD,Cancelled,Non-Veg,,,,
14-11-2023,Saturday,Male,Avinashi,Paneer tikka,Haribhavanam,70,4,COD,Delivered,Veg,,,,
15-06-2023,Thursday,Male,Tiruppur,Pulao,Denmarrk Drive-Inn Restaurant,1101,5,COD,Delivered,Veg,,,,
24-11-2023,Wednesday,Female,Nagercoil,appam,Denmarrk Drive-Inn Restaurant,2162,4,COD,Delivered,Veg,,,,
15-09-2023,Tuesday,Female,Tiruppur,idli,Hotel Saravana Bhavan,250,2,UPI,Delivered,Veg,,,,
28-03-2023,Tuesday,Female,Coimbatore,Egg curry,Denmarrk Drive-Inn Restaurant,2120,0,COD,Cancelled,Non-Veg,,,,
04-02-2023,Wednesday,Female,Pollachi,Tandoori roti,Hotel Junior Kuppanna,3256,3,UPI,Delivered,Veg,,,,
24-11-2023,Saturday,Female,Avinashi,Tandoori roti,Haribhavanam,1670,4,UPI,Delivered,Veg,,,,
10-11-2023,Monday,Male,Nagercoil,Veg fried rice,Hotel A2B,2904,0,COD,Cancelled,Veg,,,,
18-01-2023,Wednesday,Female,Madurai,Chettinad chicken Gravy,Junior Kuppanna,144,0,COD,Cancelled,Non-Veg,,,,
24-01-2023,Sunday,Male,Vellore,Mushroom Masala,Hotel Saravana Bhavan,2147,1,UPI,Delivered,Veg,,,,
19-06-2023,Tuesday,Male,Madurai,Veg Schezwan Momo,Denmarrk Drive-Inn Restaurant,720,0,COD,Cancelled,Veg,,,,
05-02-2023,Friday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,2263,0,COD,Cancelled,Veg,,,,
15-01-2023,Thursday,Male,Trichy,Dosa,Hotel Saravana Bhavan,250,4,UPI,Delivered,Veg,,,,
19-04-2023,Thursday,Male,Madurai,Mushroom Masala,Hotel Anjappar,422,4,UPI,Delivered,Veg,,,,
15-09-2023,Tuesday,Female,Pollachi,Egg curry,Hotel Anjappar,686,0,COD,Cancelled,Non-Veg,,,,
06-12-2023,Saturday,Female,Avinashi,Chettinad chicken Gravy,Haribhavanam,281,4,COD,Delivered,Non-Veg,,,,
18-09-2023,Wednesday,Male,Salem,Fish fry,Zara's Home Food,210,0,COD,Cancelled,Non-Veg,,,,
06-06-2023,Saturday,Female,Nagercoil,Tandoori roti,Hotel Anjappar,132,1,UPI,Delivered,Veg,,,,
21-11-2023,Saturday,Male,Chennai,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,810,2,UPI,Delivered,Non-Veg,,,,
07-10-2023,Friday,Female,Avinashi,Gobi manchurian,Haribhavanam,3355,4,UPI,Delivered,Veg,,,,
07-06-2023,Wednesday,Female,Chennai,Fish fry,Denmarrk Drive-Inn Restaurant,488,1,UPI,Delivered,Non-Veg,,,,
04-04-2023,Sunday,Male,Chennai,Shawarma,The Madras Shawarma,99,0,COD,Cancelled,Non-Veg,,,,
09-10-2023,Sunday,Female,Chennai,Rose Milk,Hotel A2B,105,0,COD,Cancelled,Veg,,,,
03-07-2023,Thursday,Male,Trichy,Schezwan fried rice,Hotel A2B,190,0,COD,Cancelled,Veg,,,,
26-10-2023,Thursday,Female,Chennai,Chettinad chicken Gravy,Hotel A2B,2761,0,COD,Cancelled,Non-Veg,,,,
19-06-2023,Sunday,Male,Dindigul,Masala dosa,Hotel Saravana Bhavan,1862,0,COD,Cancelled,Veg,,,,
22-08-2023,Thursday,Male,Chennai,Rose Milk,Hotel A2B,105,0,COD,Cancelled,Veg,,,,
20-08-2023,Thursday,Female,Karur,Mutton curry,Hotel Junior Kuppanna,2031,2,UPI,Delivered,Non-Veg,,,,
18-11-2023,Sunday,Male,Chennai,Rose Milk,Hotel A2B,170,4,UPI,Delivered,Veg,,,,
06-04-2023,Monday,Female,Chennai,Rose Milk,Hotel A2B,170,0,COD,Cancelled,Veg,,,,
14-04-2023,Friday,Female,Trichy,Pulao,Denmarrk Drive-Inn Restaurant,1700,0,COD,Cancelled,Veg,,,,
09-01-2023,Thursday,Female,Chennai,Rose Milk,Hotel A2B,150,5,UPI,Delivered,Veg,,,,
13-11-2023,Monday,Male,Chennai,Grilled Chicken,Mad Grill,2170,3,UPI,Delivered,Non-Veg,,,,
10-11-2023,Monday,Female,Chennai,Grilled Chicken,Mad Grill,1943,3,UPI,Delivered,Non-Veg,,,,
27-10-2023,Saturday,Male,Chennai,Paneer tikka,Denmarrk Drive-Inn Restaurant,2079,0,COD,Cancelled,Veg,,,,
30-01-2023,Saturday,Female,Dindigul,Pulao,Hotel Junior Kuppanna,1663,0,COD,Cancelled,Veg,,,,
15-09-2023,Wednesday,Female,Erode,Fish fry,Hotel Saravana Bhavan,292,2,COD,Delivered,Non-Veg,,,,
12-12-2023,Saturday,Female,Chennai,Gobi manchurian,Hotel Anjappar,1222,0,COD,Cancelled,Veg,,,,
08-09-2023,Tuesday,Female,Karur,Paneer Fried Momos,Saravana Bhavan,2706,0,COD,Cancelled,Veg,,,,
15-09-2023,Friday,Female,Thanjavur,idli,Hotel Saravana Bhavan,135,0,COD,Cancelled,Veg,,,,
24-05-2023,Saturday,Female,Dindigul,Dosa,Anjappar,75,0,COD,Cancelled,Veg,,,,
04-12-2023,Monday,Female,Trichy,Mutton Briyani,Star Briyani,2090,3,UPI,Delivered,Non-Veg,,,,
16-05-2023,Monday,Male,Chennai,Rose Milk,Hotel A2B,320,0,COD,Cancelled,Veg,,,,
15-09-2023,Saturday,Male,Thanjavur,Chilli chicken,Hotel Saravana Bhavan,3196,3,UPI,Delivered,Non-Veg,,,,
21-06-2023,Friday,Male,Nagercoil,Masala dosa,Hotel Saravana Bhavan,1505,0,COD,Cancelled,Veg,,,,
24-03-2023,Wednesday,Female,Tiruppur,Mushroom Masala,Saravana Bhavan,1955,3,COD,Delivered,Veg,,,,
30-04-2023,Sunday,Male,Chennai,Grilled Chicken,Mad Grill,3437,5,UPI,Delivered,Non-Veg,,,,
13-07-2023,Monday,Male,Chennai,Mushroom Masala,Hotel A2B,774,4,UPI,Delivered,Veg,,,,
30-11-2023,Thursday,Male,Chennai,Grilled Chicken,Mad Grill,221,3,COD,Delivered,Non-Veg,,,,
10-01-2023,Monday,Female,Chennai,Mushroom Masala,Hotel A2B,431,5,UPI,Delivered,Veg,,,,
12-11-2023,Monday,Female,Chennai,Gobi manchurian,Hotel Saravana Bhavan,830,4,UPI,Delivered,Veg,,,,
25-02-2023,Saturday,Female,Chennai,Chilli chicken,Saravana Bhavan,2586,0,COD,Cancelled,Non-Veg,,,,
25-09-2023,Saturday,Female,Coimbatore,Paneer Fried Momos,Hotel Anjappar,953,0,COD,Cancelled,Veg,,,,
10-12-2023,Friday,Male,Trichy,Schezwan fried rice,Hotel A2B,180,0,COD,Cancelled,Veg,,,,
05-09-2023,Friday,Male,Chennai,Rose Milk,Hotel A2B,100,0,COD,Cancelled,Veg,,,,
03-01-2023,Thursday,Male,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,1353,2,UPI,Delivered,Non-Veg,,,,
07-12-2023,Friday,Female,Avinashi,Paneer Hyderabadi Gravy,Haribhavanam,804,4,COD,Delivered,Veg,,,,
17-11-2023,Sunday,Female,Nagercoil,Veg Schezwan Momo,Hotel Saravana Bhavan,350,4,UPI,Delivered,Veg,,,,
13-10-2023,Saturday,Male,Trichy,Schezwan fried rice,Hotel A2B,180,3,COD,Delivered,Veg,,,,
29-08-2023,Sunday,Female,Nagercoil,Paneer Fried Momos,Hotel A2B,3402,5,COD,Delivered,Veg,,,,
29-08-2023,Friday,Male,Salem,Palak paneer,Denmarrk Drive-Inn Restaurant,2002,0,COD,Cancelled,Veg,,,,
04-01-2023,Saturday,Female,Erode,Mushroom Masala,Hotel Junior Kuppanna,3289,3,COD,Delivered,Veg,,,,
13-03-2023,Wednesday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,350,0,COD,Cancelled,Veg,,,,
29-01-2023,Saturday,Male,Chennai,Rose Milk,Hotel A2B,150,4,COD,Delivered,Veg,,,,
04-03-2023,Monday,Female,Erode,chicken biryani,Zara's Home Food,2640,0,COD,Cancelled,Non-Veg,,,,
14-03-2023,Sunday,Male,Tirunelveli,Palak paneer,Hotel A2B,2072,4,COD,Delivered,Veg,,,,
23-06-2023,Thursday,Male,Chennai,Rose Milk,Hotel A2B,140,4,COD,Delivered,Veg,,,,
07-06-2023,Sunday,Male,Madurai,Veg Schezwan Momo,Denmarrk Drive-Inn Restaurant,220,2,COD,Delivered,Veg,,,,
28-11-2023,Wednesday,Male,Tiruppur,Tandoori roti,Denmarrk Drive-Inn Restaurant,591,0,COD,Cancelled,Veg,,,,
11-02-2023,Sunday,Female,Madurai,Tandoori roti,Hotel Junior Kuppanna,3221,0,UPI,Cancelled,Veg,,,,
12-02-2023,Saturday,Male,Chennai,Shawarma,The Madras Shawarma,99,4,COD,Delivered,Non-Veg,,,,
14-04-2023,Saturday,Male,Chennai,Grilled Chicken,Mad Grill,786,0,UPI,Cancelled,Non-Veg,,,,
05-02-2023,Tuesday,Male,Thanjavur,Pulao,Anjappar,2159,0,UPI,Cancelled,Veg,,,,
29-10-2023,Tuesday,Male,Avinashi,Paneer tikka,Haribhavanam,158,2,COD,Delivered,Veg,,,,
26-11-2023,Monday,Female,Vellore,Chettinad chicken Gravy,Hotel Junior Kuppanna,2217,3,UPI,Delivered,Non-Veg,,,,
26-01-2023,Saturday,Female,Avinashi,Paneer tikka,Haribhavanam,260,4,UPI,Delivered,Veg,,,,
21-01-2023,Saturday,Female,Madurai,Masala dosa,Hotel Saravana Bhavan,547,2,UPI,Delivered,Veg,,,,
04-10-2023,Saturday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,1158,0,UPI,Cancelled,Veg,,,,
04-04-2023,Thursday,Male,Vellore,Chilli chicken,Denmarrk Drive-Inn Restaurant,1610,0,UPI,Cancelled,Non-Veg,,,,
13-11-2023,Thursday,Male,Coimbatore,Gobi manchurian,Saravana Bhavan,270,3,COD,Delivered,Veg,,,,
04-08-2023,Friday,Female,Chennai,Palak paneer,Denmarrk Drive-Inn Restaurant,515,4,UPI,Delivered,Veg,,,,
15-06-2023,Monday,Female,Chennai,Rose Milk,Hotel A2B,270,0,UPI,Cancelled,Veg,,,,
19-08-2023,Wednesday,Male,Thanjavur,chicken biryani,Hotel Saravana Bhavan,633,0,UPI,Cancelled,Non-Veg,,,,
09-05-2023,Wednesday,Male,Salem,Gobi manchurian,Denmarrk Drive-Inn Restaurant,1438,4,COD,Delivered,Veg,,,,
26-09-2023,Friday,Male,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,2103,0,UPI,Cancelled,Non-Veg,,,,
06-04-2023,Sunday,Male,Avinashi,Egg curry,Haribhavanam,3011,0,UPI,Cancelled,Non-Veg,,,,
08-12-2023,Saturday,Female,Avinashi,Dosa,Haribhavanam,1492,0,COD,Cancelled,Veg,,,,
04-02-2023,Saturday,Male,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,1500,0,COD,Cancelled,Non-Veg,,,,
09-10-2023,Sunday,Female,Tiruppur,Mushroom Masala,Hotel Saravana Bhavan,2434,0,COD,Cancelled,Veg,,,,
16-09-2023,Monday,Female,Chennai,Tandoori roti,Hotel Junior Kuppanna,2508,4,UPI,Delivered,Veg,,,,
01-06-2023,Wednesday,Male,Chennai,Veg fried rice,Hotel Anjappar,1464,0,COD,Cancelled,Veg,,,,
25-05-2023,Monday,Female,Madurai,idli,Hotel Junior Kuppanna,3000,0,COD,Cancelled,Veg,,,,
02-07-2023,Friday,Male,Chennai,Egg curry,Hotel Anjappar,1380,5,COD,Delivered,Non-Veg,,,,
26-06-2023,Monday,Female,Avinashi,Paneer tikka,Haribhavanam,3144,5,UPI,Delivered,Veg,,,,
16-09-2023,Saturday,Male,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,1750,0,COD,Cancelled,Non-Veg,,,,
27-05-2023,Saturday,Female,Chennai,Shawarma,The Madras Shawarma,180,0,COD,Cancelled,Non-Veg,,,,
24-06-2023,Friday,Female,Dindigul,chicken biryani,Hotel Saravana Bhavan,3005,1,UPI,Delivered,Non-Veg,,,,
21-05-2023,Friday,Male,Salem,Dosa,Hotel A2B,250,0,COD,Cancelled,Veg,,,,
07-11-2023,Thursday,Male,Chennai,Shawarma,The Madras Shawarma,250,3,COD,Delivered,Veg,,,,
07-03-2023,Monday,Female,Erode,Chilli chicken,Hotel Junior Kuppanna,1590,4,COD,Delivered,Non-Veg,,,,
17-10-2023,Tuesday,Male,Trichy,Dosa,Denmarrk Drive-Inn Restaurant,250,0,COD,Cancelled,Veg,,,,
06-11-2023,Thursday,Male,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,1173,3,COD,Delivered,Non-Veg,,,,
03-07-2023,Saturday,Female,Avinashi,Dosa,Haribhavanam,274,5,COD,Delivered,Veg,,,,
29-04-2023,Sunday,Female,Chennai,Rose Milk,Hotel A2B,270,0,COD,Cancelled,Veg,,,,
09-03-2023,Sunday,Female,Chennai,Rose Milk,Hotel A2B,270,4,COD,Delivered,Veg,,,,
02-12-2023,Thursday,Male,Karur,chicken biryani,Hotel Anjappar,2232,1,COD,Delivered,Non-Veg,,,,
17-08-2023,Friday,Female,Chennai,Mutton curry,Hotel Junior Kuppanna,2097,0,COD,Cancelled,Non-Veg,,,,
11-06-2023,Saturday,Male,Madurai,chicken biryani,Denmarrk Drive-Inn Restaurant,506,0,UPI,Cancelled,Non-Veg,,,,
12-09-2023,Monday,Male,Karur,chicken biryani,Hotel Junior Kuppanna,1363,0,UPI,Cancelled,Non-Veg,,,,
23-03-2023,Friday,Female,Trichy,Chilli chicken,Hotel A2B,2118,0,UPI,Cancelled,Non-Veg,,,,
04-07-2023,Sunday,Male,Salem,Paneer tikka,Junior Kuppanna,915,1,UPI,Delivered,Veg,,,,
04-12-2023,Tuesday,Female,Tirunelveli,Paneer Fried Momos,Hotel Junior Kuppanna,2828,3,UPI,Delivered,Veg,,,,
06-08-2023,Friday,Female,Tirunelveli,Gobi manchurian,Hotel Junior Kuppanna,1948,0,UPI,Cancelled,Veg,,,,
14-03-2023,Monday,Female,Erode,Veg Schezwan Momo,Hotel Saravana Bhavan,752,4,UPI,Delivered,Veg,,,,
23-05-2023,Thursday,Male,Trichy,Schezwan fried rice,Hotel A2B,180,3,UPI,Delivered,Veg,,,,
19-12-2023,Monday,Male,Tiruppur,Black Forest Cake,Cafe Mellow,150,3,COD,Delivered,Veg,,,,
09-01-2023,Monday,Female,Chennai,Grilled Chicken,Mad Grill,1887,5,UPI,Delivered,Non-Veg,,,,
26-12-2023,Thursday,Female,Madurai,Masala dosa,Hotel Junior Kuppanna,3358,0,UPI,Cancelled,Veg,,,,
25-01-2023,Friday,Male,Karur,Veg Schezwan Momo,Hotel Anjappar,220,1,COD,Delivered,Veg,,,,
05-05-2023,Sunday,Female,Salem,Chilli chicken,Hotel Junior Kuppanna,1959,5,UPI,Delivered,Non-Veg,,,,
25-02-2023,Tuesday,Female,Tiruppur,Schezwan fried rice,Hotel Anjappar,220,4,UPI,Delivered,Veg,,,,
09-09-2023,Tuesday,Male,Avinashi,Chilli chicken,Haribhavanam,881,0,UPI,Cancelled,Non-Veg,,,,
14-01-2023,Sunday,Female,Madurai,Paneer tikka,Hotel Anjappar,2998,2,UPI,Delivered,Veg,,,,
26-10-2023,Wednesday,Male,Nagercoil,Chettinad chicken Gravy,Zara's Home Food,1008,3,COD,Delivered,Non-Veg,,,,
11-07-2023,Saturday,Male,Chennai,Mutton curry,Denmarrk Drive-Inn Restaurant,1753,4,COD,Delivered,Non-Veg,,,,
07-01-2023,Tuesday,Female,Chennai,Rose Milk,Hotel A2B,270,0,UPI,Cancelled,Veg,,,,
15-09-2023,Sunday,Female,Chennai,Dosa,Denmarrk Drive-Inn Restaurant,1233,0,UPI,Cancelled,Veg,,,,
08-03-2023,Sunday,Male,Madurai,Rose Milk,Hotel Saravana Bhavan,170,5,UPI,Delivered,Veg,,,,
25-11-2023,Saturday,Female,Nagercoil,Palak paneer,Hotel Anjappar,734,0,UPI,Cancelled,Veg,,,,
17-09-2023,Wednesday,Male,Tirunelveli,chicken biryani,Hotel Junior Kuppanna,1305,4,COD,Delivered,Non-Veg,,,,
10-09-2023,Friday,Female,Vellore,Egg curry,Denmarrk Drive-Inn Restaurant,2213,4,UPI,Delivered,Non-Veg,,,,
04-04-2023,Friday,Male,Salem,Gobi manchurian,Denmarrk Drive-Inn Restaurant,1561,0,COD,Cancelled,Veg,,,,
06-10-2023,Sunday,Female,Avinashi,Chilli chicken,Haribhavanam,2689,3,UPI,Delivered,Non-Veg,,,,
29-08-2023,Wednesday,Male,Chennai,Masala dosa,Denmarrk Drive-Inn Restaurant,699,0,COD,Cancelled,Veg,,,,
17-04-2023,Friday,Female,Chennai,Chilli chicken,Hotel Junior Kuppanna,219,0,Debit Card,Cancelled,Non-Veg,,,,
07-06-2023,Saturday,Female,Erode,Paneer Fried Momos,Hotel Junior Kuppanna,2734,1,UPI,Delivered,Veg,,,,
02-12-2023,Monday,Female,Chennai,Mutton Briyani,Star Briyani,450,0,COD,Cancelled,Non-Veg,,,,
04-02-2023,Saturday,Male,Madurai,Rose Milk,Hotel Saravana Bhavan,150,0,COD,Cancelled,Veg,,,,
02-01-2023,Tuesday,Female,Karur,Chettinad chicken Gravy,Junior Kuppanna,1299,3,UPI,Delivered,Non-Veg,,,,
12-06-2023,Friday,Female,Avinashi,Chilli chicken,Haribhavanam,3161,0,COD,Cancelled,Non-Veg,,,,
15-09-2023,Thursday,Female,Tiruppur,chicken biryani,Khalids Briyani,2202,0,COD,Cancelled,Non-Veg,,,,
10-11-2023,Saturday,Female,Chennai,Grilled Chicken,Mad Grill,1771,0,COD,Cancelled,Non-Veg,,,,
30-12-2023,Tuesday,Male,Avinashi,Paneer tikka,Haribhavanam,350,0,COD,Cancelled,Veg,,,,
13-02-2023,Friday,Female,Vellore,Tandoori roti,Denmarrk Drive-Inn Restaurant,2969,0,COD,Cancelled,Veg,,,,
02-11-2023,Friday,Male,Chennai,Grilled Chicken,Mad Grill,593,5,COD,Delivered,Non-Veg,,,,
15-09-2023,Wednesday,Male,Tirunelveli,Paneer Hyderabadi Gravy,Hotel Anjappar,400,5,UPI,Delivered,Veg,,,,
04-01-2023,Friday,Male,Tiruppur,Schezwan fried rice,Hotel Anjappar,834,1,COD,Delivered,Veg,,,,
07-01-2023,Monday,Female,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,1750,0,Debit Card,Cancelled,Non-Veg,,,,
11-09-2023,Monday,Male,Chennai,idli,Hotel Saravana Bhavan,350,0,COD,Cancelled,Veg,,,,
22-03-2023,Friday,Male,Tiruppur,Paneer tikka,Junior Kuppanna,2426,4,COD,Delivered,Veg,,,,
29-12-2023,Sunday,Female,Avinashi,Paneer Hyderabadi Gravy,Haribhavanam,750,0,Debit Card,Cancelled,Veg,,,,
06-04-2023,Thursday,Male,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,1560,0,COD,Cancelled,Non-Veg,,,,
01-02-2023,Thursday,Male,Chennai,Veg Schezwan Momo,Hotel Anjappar,824,0,COD,Cancelled,Veg,,,,
25-06-2023,Tuesday,Female,Coimbatore,Gobi manchurian,Haribhavanam,864,3,UPI,Delivered,Veg,,,,
05-12-2023,Wednesday,Male,Nagercoil,Chilli chicken,Hotel A2B,2336,0,COD,Cancelled,Non-Veg,,,,
23-02-2023,Monday,Male,Tiruppur,Schezwan fried rice,Hotel Anjappar,220,5,UPI,Delivered,Veg,,,,
29-10-2023,Thursday,Male,Coimbatore,Mushroom Noodles,Haribhavanam,750,3,COD,Delivered,Veg,,,,
15-09-2023,Sunday,Female,Madurai,Chilli chicken,Hotel Anjappar,2922,5,UPI,Delivered,Non-Veg,,,,
17-03-2023,Wednesday,Female,Trichy,Dosa,Denmarrk Drive-Inn Restaurant,250,3,UPI,Delivered,Veg,,,,
11-10-2023,Monday,Female,Coimbatore,Palak paneer,Hotel Saravana Bhavan,3166,2,UPI,Delivered,Veg,,,,
15-11-2023,Wednesday,Male,Trichy,Paneer tikka,Saravana Bhavan,2317,3,UPI,Delivered,Veg,,,,
16-12-2023,Wednesday,Male,Erode,Fish fry,Zara's Home Food,1937,4,COD,Delivered,Non-Veg,,,,
19-12-2023,Wednesday,Female,Tiruppur,Schezwan fried rice,Hotel Anjappar,659,2,COD,Delivered,Veg,,,,
08-03-2023,Saturday,Male,Trichy,Mutton curry,Hotel A2B,1027,3,COD,Delivered,Non-Veg,,,,
22-10-2023,Thursday,Male,Madurai,Dosa,Hotel Junior Kuppanna,450,4,COD,Delivered,Veg,,,,
15-12-2023,Friday,Male,Karur,Mutton Briyani,Star Briyani,280,3,UPI,Delivered,Non-Veg,,,,
15-09-2023,Friday,Male,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,245,2,COD,Delivered,Non-Veg,,,,
16-11-2023,Friday,Female,Karur,Pulao,Hotel Saravana Bhavan,784,2,UPI,Delivered,Veg,,,,
15-09-2023,Tuesday,Male,Madurai,Gobi manchurian,Denmarrk Drive-Inn Restaurant,1137,5,UPI,Delivered,Veg,,,,
11-02-2023,Saturday,Male,Coimbatore,Chicken biryani,Haribhavanam,180,3,COD,Delivered,Non-Veg,,,,
23-05-2023,Monday,Male,Thanjavur,Gobi manchurian,Hotel Anjappar,448,4,UPI,Delivered,Veg,,,,
26-08-2023,Wednesday,Female,Trichy,Veg Schezwan Momo,Hotel A2B,175,4,UPI,Delivered,Veg,,,,
02-12-2023,Saturday,Female,Nagercoil,Pulao,Hotel Anjappar,2809,4,COD,Delivered,Veg,,,,
15-09-2023,Saturday,Male,Salem,Chettinad chicken Gravy,Hotel A2B,852,2,COD,Delivered,Non-Veg,,,,
11-12-2023,Friday,Female,Chennai,Shawarma,The Madras Shawarma,430,5,COD,Delivered,Veg,,,,
28-03-2023,Friday,Male,Coimbatore,Chicken biryani,Haribhavanam,180,4,COD,Delivered,Non-Veg,,,,
23-09-2023,Tuesday,Female,Coimbatore,Chilli chicken,Haribhavanam,2672,3,UPI,Delivered,Non-Veg,,,,
06-08-2023,Thursday,Female,Trichy,Chettinad chicken Gravy,Denmarrk Drive-Inn Restaurant,2340,5,UPI,Delivered,Non-Veg,,,,
02-06-2023,Tuesday,Female,Tirunelveli,Tandoori roti,Saravana Bhavan,1153,5,UPI,Delivered,Veg,,,,
02-10-2023,Sunday,Male,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,1795,2,UPI,Delivered,Non-Veg,,,,
15-03-2023,Saturday,Male,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,424,4,UPI,Delivered,Non-Veg,,,,
11-12-2023,Wednesday,Female,Coimbatore,Gobi manchurian,Haribhavanam,2169,2,COD,Delivered,Veg,,,,
11-12-2023,Saturday,Male,Madurai,Chilli chicken,Hotel A2B,1168,5,COD,Delivered,Non-Veg,,,,
11-03-2023,Wednesday,Female,Thanjavur,Chettinad chicken Gravy,Hotel Junior Kuppanna,2173,5,UPI,Delivered,Non-Veg,,,,
24-01-2023,Saturday,Male,Salem,idli,Anjappar,830,5,COD,Delivered,Veg,,,,
01-06-2023,Saturday,Male,Chennai,Mutton Briyani,Star Briyani,1453,4,UPI,Delivered,Non-Veg,,,,
21-10-2023,Tuesday,Female,Coimbatore,Paneer tikka,Haribhavanam,350,3,COD,Delivered,Veg,,,,
05-03-2023,Saturday,Female,Chennai,chicken biryani,Hotel Anjappar,3069,4,UPI,Delivered,Non-Veg,,,,
15-09-2023,Thursday,Female,Madurai,Palak paneer,Hotel Anjappar,212,3,UPI,Delivered,Veg,,,,
23-09-2023,Friday,Female,Salem,Schezwan fried rice,Sree Annapoorana,230,1,UPI,Delivered,Veg,,,,
07-02-2023,Monday,Female,Chennai,Grilled Chicken,Urban Grill,3054,2,COD,Delivered,Non-Veg,,,,
17-02-2023,Monday,Male,Chennai,Egg curry,Zara's Home Food,90,2,UPI,Delivered,Non-Veg,,,,
01-02-2023,Thursday,Female,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,2434,3,UPI,Delivered,Non-Veg,,,,
30-11-2023,Wednesday,Female,Madurai,Egg curry,Hotel Saravana Bhavan,1330,3,COD,Delivered,Non-Veg,,,,
